Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Document Type,Publication Stage,Open Access,Source,EID
"T., He, Tao; X., Zhu, Xiaojun; G., Chi, Guanghao; H., Chen, Huan; M., Hao, Min; X., Huang, Xin; G., Wang, Guanrong","He, Tao (59348182400); Zhu, Xiaojun (60078298700); Chi, Guanghao (57225772146); Chen, Huan (60078867000); Hao, Min (60078164400); Huang, Xin (59867605700); Wang, Guanrong (57436865300)",59348182400; 60078298700; 57225772146; 60078867000; 60078164400; 59867605700; 57436865300,Impact of surgical care pathways on efficiency and outcomes in orthopedic operating rooms: a historical control study,2025,BMC Surgery,25,1,392,,,0,0,10.1186/s12893-025-03135-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014629231&doi=10.1186%2Fs12893-025-03135-w&partnerID=40&md5=1904d5305809a77e5069a5e241c5ce06,"Objective: The impact of surgical care pathways (CP) on efficiency and patient outcomes in orthopedic operating rooms (OR) is unclear, and we aim to optimize nursing strategies and enhance service quality. Methods: From July 2019 to June 2024, 3,836 patients undergoing orthopedic surgery at a single Grade 3 Chinese hospital were retrospectively analyzed and divided into two equal groups, with or without CP (1,918 patients in each group). The effectiveness of CP was assessed by comparing surgical site infection (SSI) rates, pathogens, OR turnover times, and patient satisfaction. Statistical analyses included between-group comparisons and multivariate logistic regressions. Results: Baseline characteristics were balanced across groups (SMD < 0.1). Overall SSI rates were 2.1%, significantly lower in the CP group than in the Non-CP group (1.6% vs. 2.6%, P < 0.05), and translating to a 43% risk reduction (OR 0.57, 95% CI: 0.36–0.88, P < 0.05). Gram-positive bacterial infections notably decreased (OR 0.331, 95% CI: 0.093–0.959, P < 0.05). CP implementation also improved OR turnover times (95% CI: 0.504–0.839, P < 0.001) and patient satisfaction (95% CI: 1.038–2.301, P < 0.05). No significant differences were observed in other nursing quality indicators. Conclusion: Standardized CPs are effective in significantly reducing the incidence of postoperative SSIs, particularly those caused by Gram-positive bacteria, thereby enhancing infection control. Furthermore, these pathways improve OR operational efficiency and patient satisfaction, supporting reforms in OR management practices. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014629231
"M., Soleymani-Goloujeh, Mehdi; M., Babaahmadi, Mahnaz; F., Shekari, Faezeh; M., Barati, Mojgan; N., Fallah, Nasrin; M.A., Choshali, Mahmoud Alipour; N.M., Gholipour, Nima Makvand; M., Hezavehei, Maryam; M., Azimi, Masoumeh; S., Yakhkeshi, Saeed","Soleymani-Goloujeh, Mehdi (57190807112); Babaahmadi, Mahnaz (57713497600); Shekari, Faezeh (47561983500); Barati, Mojgan (57210330646); Fallah, Nasrin (57197807718); Choshali, Mahmoud Alipour (59211769800); Gholipour, Nima Makvand (57985802300); Hezavehei, Maryam (57203432454); Azimi, Masoumeh (57225441311); Yakhkeshi, Saeed (46062566200)",57190807112; 57713497600; 47561983500; 57210330646; 57197807718; 59211769800; 57985802300; 57203432454; 57225441311; 46062566200,Extracellular vesicles derived from clonal mesenchymal stromal cells preconditioned by indirect hypoxia modulate immune responses in diabetic mice more effectively than directly preconditioned vesicles,2025,Stem Cell Research and Therapy,16,1,458,,,0,0,10.1186/s13287-025-04568-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014622265&doi=10.1186%2Fs13287-025-04568-z&partnerID=40&md5=26ede845cd75999146c105073165967b,"Background: Mesenchymal stem/stromal cells (MSCs) or MSC-derived extracellular vesicles (MSC-EVs) are considered potential modulators of the immune system in type 1 diabetes (T1D) therapy. On the other hand, preconditioning MSCs with inflammatory agents is a promising strategy to improve the therapeutic effects of these cells. Therefore, we performed various direct preconditioning regimens (IFN-γ, poly(I: C), LPS, and hypoxia) on clonal MSCs (cMSCs), and for indirect preconditioning regimens, the same regimens were applied to peripheral blood mononuclear cells (PBMCs). PBMC-derived concentrated conditioned media (CCM) was transferred into cMSC cultures to mimic in vivo conditions to obtain cMSC-EVs with better immunomodulatory effects and then selected hypoxia-induced cMSC-EVs and their source cells to determine their influence on immune responses in multiple low-dose/Streptozotocin (MLD/STZ)-induced mouse model. Methods: Direct preconditioning regimens include four groups: IFN-γ (50 ng/ml), poly(I: C) (42.22 µg/ml), LPS (1 µg/ml), and hypoxia (1% oxygen). For indirect preconditioning, these regimens were applied to PBMCs, and PBMC-derived CCM was added to cMSC cultures. The resulting cMSC-CCM was assessed for the expression of anti-inflammatory, pro-inflammatory, and regenerative factors and its ability to inhibit lymphocyte proliferation. The isolated EVs from the most effective direct and indirect preconditioned cMSC-CCM groups and their source cells were transplanted in MLD/STZ-induced mouse models of T1D and followed for 73 days. Results: In vitro characterization revealed that direct and indirect hypoxia preconditioning were the most effective groups among the different preconditioning regimens. Therefore, four treatment groups, including direct hypoxia-induced cMSC-EVs (dH-MSC-EVs), indirect hypoxia-induced MSC-derived EVs (iH-MSC-EVs), and their cell sources (dH-MSCs and iH-MSCs), were selected for EV isolation and animal studies. The in vivo study revealed that the fasting blood glucose (FBG) trend decreased in the four treatment groups compared with the sham group. However, the effects of direct/indirect hypoxia on cMSC-EVs were associated with an increase in the levels of anti-inflammatory cytokines (IL-4 and IL-10) in the serum of the MLD/STZ-induced mouse models compared with their parental cell counterparts. Indeed, iH-MSC-EVs attenuate immune responses in MLD/STZ-induced mouse models. Furthermore, compared with their source cells and dH-MSC-EVs, iH-MSC-EVs significantly reduced the levels of proinflammatory cytokines (TNF-α and IL-6) in the serum of the MLD/STZ-induced mouse models. Conclusion: Our results showed the effectiveness of direct/indirect hypoxia preconditioning for cMSCs to modulate immune responses in the MLD/STZ-induced mice model. This study demonstrated that the immunomodulatory potential of iH-MSC-EVs is significantly greater than that of dH-MSC-EVs and their source cells. Our results suggest iH-MSC-EVs, could be a potential option for modulating the immune response in T1D. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014622265
"D., Watts, Deepika; N., Eberz, Nicolas; M.T., Jaykar, Mangesh T.; A., Sinha, Anupam; C., Ermis, Cagdas; J., Tiebel, Johanna; U., Baschant, Ulrike; M., Rauner, Martina; T.S., Grinenko, Tatyana S.; T., Chavakis, Triantafyllos","Watts, Deepika (57219801530); Eberz, Nicolas (59925866000); Jaykar, Mangesh T. (57231141500); Sinha, Anupam (57211112499); Ermis, Cagdas (57209232807); Tiebel, Johanna (59925779300); Baschant, Ulrike (35772279900); Rauner, Martina (35488927400); Grinenko, Tatyana S. (8647525600); Chavakis, Triantafyllos (7004264075)",57219801530; 59925866000; 57231141500; 57211112499; 57209232807; 59925779300; 35772279900; 35488927400; 8647525600; 7004264075,Hypoxia inducible factor 1α-driven steroidogenesis impacts systemic hematopoiesis,2025,Cellular and Molecular Biology Letters,30,1,101,,,0,0,10.1186/s11658-025-00777-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014613078&doi=10.1186%2Fs11658-025-00777-9&partnerID=40&md5=243f4b82ffcdb9ab7a40e5e76ed9db8f,"Background: Glucocorticoids (GCs) are key regulators of hematopoiesis, but the effects of chronically elevated endogenous GC levels on hematopoietic stem cell (HSC) function and immune cell development remain poorly understood. Methods: We used a mouse model with adrenocortical cell-specific deletion of hypoxia-inducible factor-1 alpha (HIF1α; P2H1Ad.Cortex), which results in sustained and systemic elevation of GC. Hematopoietic stem and progenitor cell (HSPC) populations were analyzed phenotypically and functionally. Transplantation assays assessed the regenerative capacity of HSCs. To determine the role of glucocorticoid receptor (GR) signaling, bone marrow from GR-deficient or wild-type donors was transplanted into P2H1Ad.Cortex or wild-type (WT) recipients. Results: Chronic GC exposure in P2H1Ad.Cortex mice resulted in HSPC expansion and promoted HSC quiescence and metabolic restraint. Functionally, these HSCs showed enhanced regenerative capacity with superior donor chimerism upon transplantation. There was a marked increase in myeloid progenitors and their progeny, including monocytes and granulocytes. In contrast, B-cell development was significantly impaired, with a developmental block at the pre-pro-B-cell stage. Transplantation studies confirmed that these effects were dependent on GR signaling. Conclusions: Our study reveals a critical role for chronic GC–GR signaling in modulating HSC function, promoting myeloid output, and impairing B-cell development. The P2H1Ad.Cortex mouse model provides a valuable system to study the hematopoietic consequences of prolonged endogenous glucocorticoid exposure and may aid in understanding the hematologic complications of chronic GC therapy. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014613078
"J., Zhao, Junyi; H., Chen, Hongzhen; L., Chao, Liang","Zhao, Junyi (59844860100); Chen, Hongzhen (57216187159); Chao, Liang (35768103800)",59844860100; 57216187159; 35768103800,Dual functionality of MDM2 in PROTACs expands the horizons of targeted protein degradation,2025,Biomarker Research,13,1,111,,,0,0,10.1186/s40364-025-00826-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014608230&doi=10.1186%2Fs40364-025-00826-7&partnerID=40&md5=b40c56869460d1360c75a39a07128afb,"The evolution of targeted protein degradation (TPD) has been significantly propelled by the advent of proteolysis-targeting chimeras (PROTACs), which utilize heterobifunctional molecules to facilitate the ubiquitination-mediated degradation of previously “undruggable” proteins. Mouse double minute 2 (MDM2), which is often overexpressed in various diseases and plays a crucial role in regulating key pathways like p53, emerges as an exemplary candidate for therapeutic exploitation within the TPD realm, serving both as an intrinsic E3 ligase and as a direct protein of interest (POI). By harnessing MDM2’s inherent E3 ligase activity, PROTACs have been designed to efficiently degrade specific POIs, achieving substantial success in both in vitro and in vivo studies. Alternatively, PROTACs have been developed to directly target MDM2 itself, offering new approaches for therapeutic intervention. Recent research has yielded valuable strategies for optimizing MDM2-harnessing and MDM2-targeted PROTAC designs, concentrating on warhead selection of POI, linker length and composition optimization, and the choice among various E3 ligases and their corresponding recruiters. These advancements not only broaden the scope of PROTAC technologies but also expedite the development of MDM2-based therapies, inspiring approaches for disease treatment. © 2025 Elsevier B.V., All rights reserved.",Review,Final,,Scopus,2-s2.0-105014608230
"S., Herter, Sonja; M., Emperador, Marta; K., Smyrilli, Kyriaki; D., Kocher, Daniela; S., Çelikyürekli, Simay; C., Zeiser, Constantia; X.F., Gerloff, Xenia F.; S., Kreth, Sina; K.O., Henrich, Kai Oliver; K.K., Maass, Kendra Korinna","Herter, Sonja (57441162100); Emperador, Marta (57218652879); Smyrilli, Kyriaki (60078723400); Kocher, Daniela (58503494200); Çelikyürekli, Simay (58905507700); Zeiser, Constantia (59203063000); Gerloff, Xenia F. (57223186501); Kreth, Sina (57220197170); Henrich, Kai Oliver (12041371000); Maass, Kendra Korinna (56992883600)",57441162100; 57218652879; 60078723400; 58503494200; 58905507700; 59203063000; 57223186501; 57220197170; 12041371000; 56992883600,High content-imaging drug synergy screening identifies specific senescence-related vulnerabilities of mesenchymal neuroblastomas,2025,Cell Death and Disease,16,1,644,,,0,0,10.1038/s41419-025-07933-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014607866&doi=10.1038%2Fs41419-025-07933-1&partnerID=40&md5=a7c871a1387204e1e0072e245268ecc8,"Neuroblastomas encompass malignant cells with varying degrees of differentiation, ranging from adrenergic (adr) cells resembling the sympathoadrenal lineage to undifferentiated, stem-cell-like mesenchymal (mes) cancer cells. Relapsed neuroblastomas, which often have mesenchymal features, have a poor prognosis and respond less to anticancer therapies, necessitating the development of novel treatment strategies. To identify novel treatment options, we analyzed the sensitivity of 91 pediatric cell models, including patient-derived tumoroid cultures, to a drug library of 76 anti-cancer drugs at clinically relevant concentrations. This included 24 three-dimensionally cultured neuroblastoma cell lines representing the range of mesenchymal to adrenergic subtypes. High-throughput ATP-based luminescence measurements were compared to high-content confocal imaging. With machine learning-supported imaging analysis, we focused on changes in the lysosomal compartment as a marker for therapy-induced senescence and assessed the basal lysosomal levels in a subset of untreated mesenchymal versus adrenergic cells. We correlated these findings with pathway activity signatures based on bulk RNA and scRNAseq. Comprehensive image-based synergy screens with spheroid cultures validated the combined effects of selected drugs on proliferation and cytotoxicity. Mesenchymal models presented high basal lysosomal levels correlating with senescence-associated secretory phenotype (SASP) and sphingolipid metabolism pathways. Chemotherapy treatment further increased lysosome numbers, indicative of therapy-induced senescence. Furthermore, the mesenchymal subtypes correlated with MAPK activity and sensitivity to MAPK pathway inhibitors. Lysosomal and SASP signaling is druggable by inhibitors of lysosomal acid sphingomyelinase (SLMi) or senolytics, including BCL2-family inhibitors. Especially the sequential combination of MEK inhibitors (MEKi) with BCL2-family inhibitors was the most effective on relapsed neuroblastoma cell lines. Gene expression analysis of 223 patient samples, drug sensitivity profiling of five patient-derived fresh tissue cultures, and in vivo zebrafish embryo neuroblastoma xenograft models confirmed these findings. Inhibition of MAPK signaling in combination with BCL2-family inhibitors is a novel treatment option for patients suffering from relapsed neuroblastomas. (Figure presented.) © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014607866
"Y., Dai, Yongdong; F., Zhao, Fanxuan; Q., Chen, Qiuli; B., Zeng, Biya; W., Gu, Weijia; Y., Zhang, Yi; F., Sun, Fangying; X., Wang, Xinyu; X., Lin, Xiang; N., Liu, Na","Dai, Yongdong (57189624821); Zhao, Fanxuan (57489845300); Chen, Qiuli (59299853500); Zeng, Biya (58514619400); Gu, Weijia (58047301300); Zhang, Yi (57839810900); Sun, Fangying (58280583600); Wang, Xinyu (55972828700); Lin, Xiang (57203502082); Liu, Na (57202139115)",57189624821; 57489845300; 59299853500; 58514619400; 58047301300; 57839810900; 58280583600; 55972828700; 57203502082; 57202139115,Microfluidic chip-integrated vascularized endometrial complexes: Mitochondrial function and paracrine crosstalk enhance regenerative potential,2025,Bioactive Materials,54,,,551,569,0,0,10.1016/j.bioactmat.2025.08.035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014606849&doi=10.1016%2Fj.bioactmat.2025.08.035&partnerID=40&md5=cf2e4359f745db6e6eb0c9a7f02b3323,"Endometrial injury is a prevalent gynecological condition that poses a significant threat to fertility and women's health. While the current reported endometrial organoids demonstrate potential in remodeling endometrial functions, they often lack the complexity and physiological relevance of in vivo tissue. Here, we introduce a vascularized triple-cellular endometrial complex integrating endometrial epithelial organoids, stromal cells, and endothelial cells within a microfluidic chip with a composite hydrogel comprising Matrigel and fibrin. This novel endometrial complex exhibits robust growth and endometrial repair capabilities in an immunodeficient mouse model of endometrial damage, significantly improving pregnancy rates. Single-cell RNA sequencing revealed bidirectional cellular paracrine crosstalk between epithelial, stromal, and endothelial cells in the vascularized endometrial complex. Endothelial cells secrete BMP6 and Galectin-9, which enhance mitochondrial function and promote epithelial cell proliferation. Conversely, epithelial and stromal cells secrete WNT7A and WNT5A, respectively, to stimulate angiogenesis and vascular network formation of endothelial cells. These findings reveal the paracrine interactions that underpin the superior regenerative properties of the vascularized triple-cellular endometrial complex, offering a potential therapeutic strategy for endometrial repair and a valuable in vitro model for endometrial pathophysiological studies. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014606849
"X., Zhao, Xinfeng; S., He, Sirui; X., Luo, Xin; X., Zhang, Xiaru; X., Jiang, Xueyi; Y., Liang, Yueqing; T., Tang, Tiantian; K., Qi, Kemin; Y., Wang, Yang; Y., Zhang, Yi","Zhao, Xinfeng (59609886300); He, Sirui (60079003400); Luo, Xin (59720712600); Zhang, Xiaru (58172198600); Jiang, Xueyi (57964161300); Liang, Yueqing (58956411100); Tang, Tiantian (57193278561); Qi, Kemin (7004409211); Wang, Yang (57221510591); Zhang, Yi (59401323400)",59609886300; 60079003400; 59720712600; 58172198600; 57964161300; 58956411100; 57193278561; 7004409211; 57221510591; 59401323400,Co-treatments of vitamin D and mesenchymal stem cells effectively alleviate the diabetic kidney disease through attenuating the SIRT1-mediated pathways,2025,Stem Cell Research and Therapy,16,1,451,,,0,0,10.1186/s13287-025-04579-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014604943&doi=10.1186%2Fs13287-025-04579-w&partnerID=40&md5=2adf4a6090fb9d0e7af0d3a1bd5f6b49,"Background: Diabetic kidney disease (DKD) is still as a common chronic micro-vascular complication of type 1 diabetic (T1DM). Although many studies had verified the therapeutic potential of mesenchymal stem cells (MSCs) on the clinical treatment of the related complications associated with T1DM, especially the DKD, by preserving the balances of immune micro-environment and so on. However, the immunomodulatory capabilities of MSCs are still controversial on the the efficacy of DKD treatment primarily due to the variations on the immune micro-environment, which could be modulated by a variety of elements, such as the vitamin D (VD). Otherwise, its underlying molecular mechanisms have not yet been elucidated. Herein, the purpose of our study was to explore the synergistic effects of co-treatments with VD and MSCs in vivo and in vitro on the progression of DKD by attenuating the SIRT1-mediated pathways. Methods: Four-week-old male mice were fed with different VD diets for four weeks and established the T1DM models by administering the STZ (40 mg/kg) via intraperitoneal injection, which were then treated with BMSCs (bone MSCs) injection through the tail vein. After the euthanasia, the renal functions, pathological productors and VD metabolites were evaluated by the related biochemical indicators, flow cytometry analysis, staining techniques and immunofluorescence in the serum and/or renal tissues. Meanwhile, the mechanisms of SIRT1-mediated pathways underlying the amelioration of co-treatment with VD and MSCs on the renal injuries were examined by qRT-PCR, Western blotting and immunohistochemistry assays, which were then verified by the MPC5 cells in vitro with SIRT1-specific knockdown and over-expression under the treatment of high glucose (HG). Results: Totally, co-treatments of VD and MSCs could more effectively ameliorate the disorders of glucose metabolism and renal injuries (KIM1, Podocin, ZEB1 and/or ZEB2) by boosting the concentrations of VD metabolites both in the STZ-induced T1DM mice models and MPC5 cells with HG treatment in vitro (P < 0.05). Moreover, the mechanism results indicated that co-treatments of VD and MSCs could improve the DKD such as the renal inflammation and fibrosis by attenuating the SIRT1 to inhibit the activation of TGFβ1/Smad pathways both in vivo and in vitro (P < 0.05). Furthermore, over-expression of SIRT1 could partly abolish the inflammation and fibrosis in vitro by attenuating the SIRT1-mediated TGFβ1/Smad3 pathways, which might be aggravated under the down-regulated expressions of SIRT1 in vitro (P < 0.05). Conclusions: Our findings had detailed the mechanisms underlying the amelioration of VD and MSCs related SIRT1-mediated pathways agonist on the DKD-like pathology both in vivo and in vitro, which could highlight the important potential of SIRT1 as a promising therapeutic target for the progression of DKD. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014604943
"Y., Kihara, Yuki; M., Ikeda, Masanari; R., Takagi, Ryo; K., Ishigaki, Keiko; K., Yamanouchi, Keitaro; S., Nagata, Satoru; M., Yamato, Masayuki","Kihara, Yuki (57682615000); Ikeda, Masanari (57256816000); Takagi, Ryo (36802621500); Ishigaki, Keiko (8720823500); Yamanouchi, Keitaro (7201879799); Nagata, Satoru (35307572800); Yamato, Masayuki (7101961559)",57682615000; 57256816000; 36802621500; 8720823500; 7201879799; 35307572800; 7101961559,Continuous adipose-derived stem cell therapy from the neonatal stage effectively reduces Duchenne muscular dystrophy symptoms in rats,2025,Stem Cell Research and Therapy,16,1,452,,,0,0,10.1186/s13287-025-04594-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014604726&doi=10.1186%2Fs13287-025-04594-x&partnerID=40&md5=2fb2377dd11bfd6835ce8cc248a968e6,"Background: The optimal timing for mesenchymal stem cell (MSC) therapy in Duchenne muscular dystrophy (DMD) remains unclear. Methods: Neonatal DMD rats received intraperitoneal adipose-derived MSCs according to three schedules: early (postnatal days 1 and 14), continuous (days 1, 14, 28, and 42), or late (days 28 and 42). Wild-type rats and untreated DMD rats served as controls. Functional and histological outcomes were assessed on day 56. Results: Continuous administration significantly attenuated the decline in grip strength across ten consecutive measurements (− 11% vs. −37% in DMD controls), and also reduced serum creatine kinase levels and diaphragmatic fibrosis (p < 0.05). Early or late treatment alone showed limited benefit. GFP-labelled cells were rarely detected in muscle, indicating minimal engraftment and suggesting paracrine-mediated effects. Molecular profiling showed lower CDKN2A together with higher CDKN1A, IL-10, VEGF-A and IGF-1 in the continuous group, revealing an anti-senescence, pro-regenerative profile that paralleled the functional gains. Conclusion: Early and sustained MSC administration offers superior structural and functional protection in DMD rats, highlighting the importance of treatment timing in maximizing therapeutic efficacy. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014604726
"K., Yang, Kaibo; J., Du, Jing; F., Huang, Fen; Y., Si, Yutian; Y., Gu, Yingying; N., Xu, Na; Z., Fan, Zhiping; R., Xue, Rongtao; P., Wang, Pu; X., Yao, Xiang","Yang, Kaibo (57208797141); Du, Jing (59921732000); Huang, Fen (7401516809); Si, Yutian (60078624000); Gu, Yingying (22734397100); Xu, Na (7202694793); Fan, Zhiping (35263967400); Xue, Rongtao (57203758092); Wang, Pu (60079054700); Yao, Xiang (60078338000)",57208797141; 59921732000; 7401516809; 60078624000; 22734397100; 7202694793; 35263967400; 57203758092; 60079054700; 60078338000,"Fecal microbiota transplantation for refractory chronic graft-versus-host disease after allogeneic hematopoietic cell transplantation: a pilot open-label, non-placebo-controlled study",2025,BMC Medicine,23,1,498,,,0,0,10.1186/s12916-025-04336-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014603494&doi=10.1186%2Fs12916-025-04336-z&partnerID=40&md5=cdeb9e0a120ce3d1e043e181c2236dd5,"Background: Dysbiosis of the intestinal microbiota plays a crucial role in the initiation and development of graft-versus-host disease (GVHD). Fecal microbiota transplantation (FMT) has been reported to be effective for refractory acute GVHD; however, whether FMT is effective for refractory chronic GVHD (cGVHD) remains unknown. Methods: To investigate the efficacy and safety of FMT for refractory cGVHD and the underlying mechanism, 12 patients with refractory cGVHD received FMT via colonoscopy, and the response was evaluated at 12 weeks after FMT. Results: Among the 12 patients who underwent FMT, 1 patient achieved a complete response, and 5 patients achieved a partial response. Patients with refractory cGVHD presented lower α diversity and higher abundance of Escherichia-Shigella andEnterobacteriaceae. FMT increased gut microbial diversity, increased the abundance of short-chain fatty acid (SCFA)-producing bacteria, and decreased the abundance of Escherichia-Shigella and Enterobacteriaceae in responder patients. Moreover, it increased SCFA levels in fecal samples from the responder group and promoted the expansion of peripheral CD4+CD127- regulatory T (Treg) cells. Colon pathological examination revealed that CD4+ T and CD19+ B cell infiltration decreased and that CD4+ Treg infiltration increased after FMT. Conclusions: The results of the present study suggest that FMT is feasible and deserves further investigation for use in patients with refractory cGVHD. Trial registration: ClinicalTrials.gov (NCT06938165). © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014603494
"L., Zhang, Lan; A., Zhang, Ao; H., Yu, Hengxiang; R., Tang, Rongchun; S., Geng, Shijin; Y., Zhou, Yunxuan; J., Zhang, Jun","Zhang, Lan (60051497300); Zhang, Ao (58164555700); Yu, Hengxiang (58952394100); Tang, Rongchun (57348499200); Geng, Shijin (58164555800); Zhou, Yunxuan (59693606300); Zhang, Jun (55888851900)",60051497300; 58164555700; 58952394100; 57348499200; 58164555800; 59693606300; 55888851900,"The immunomodulatory roles of endogenous circular RNAs: Biogenesis, function, and therapeutic exploitation",2025,Biochemical Pharmacology,242,,117215,,,0,0,10.1016/j.bcp.2025.117215,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014602800&doi=10.1016%2Fj.bcp.2025.117215&partnerID=40&md5=021c056040d4b242caa43ac40b6fcae8,"Circular RNAs (circRNAs), a unique class of noncoding RNAs characterized by the covalently closed circular structures, play multifaceted physiological roles through diverse molecular mechanisms, including acting as microRNA (miRNA) sponges/reservoirs, transcriptional regulators, protein scaffolds/recruiters, and templates for functional peptide translation. In this review, we delve into the spatiotemporal expression dynamics of circRNAs across infectious pathology (viral, bacterial, and fungal), dysregulated immune disorders, and tumor immunology, highlighting their potential roles as critical immunomodulators in maintaining immune homeostasis. Furthermore, we discuss innovative strategies to leverage circRNAs for clinical applications, including their potential as diagnostic biomarkers and engineered therapeutics to restore immune equilibrium in infectious, immune-related and oncological diseases. © 2025 Elsevier B.V., All rights reserved.",Review,Final,,Scopus,2-s2.0-105014602800
"X., Liu, Xinfang; X., Liu, Xuhua; S., Luo, Sidong; D., Chen, Di; J., Lin, Jinbo; M., Xiong, Man; L., Yang, Lei; K., Li, Kaifan; D., Sun, Dawei; L., Wei, Lina","Liu, Xinfang (59635760600); Liu, Xuhua (57302632800); Luo, Sidong (58289142700); Chen, Di (60078770500); Lin, Jinbo (59163332400); Xiong, Man (57190738618); Yang, Lei (59549684800); Li, Kaifan (59549949800); Sun, Dawei (59703751900); Wei, Lina (60079066700)",59635760600; 57302632800; 58289142700; 60078770500; 59163332400; 57190738618; 59549684800; 59549949800; 59703751900; 60079066700,Quercetin promotes angiogenesis and protects the blood-spinal cord barrier structure after spinal cord injury by targeting the PI3K/Akt signaling pathway,2025,Journal of Translational Medicine,23,1,958,,,0,0,10.1186/s12967-025-06973-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014601935&doi=10.1186%2Fs12967-025-06973-7&partnerID=40&md5=65ff7ffc66cb34f900ea25a85a5b6398,"Background: Revascularization and reconstruction of the blood-spinal cord barrier (BSCB) following spinal cord injury (SCI) play crucial roles in supplying essential nutrients and fostering a supportive microenvironment for neural network reconstruction. Thus, facilitating vascular regeneration and maintaining BSCB integrity are key therapeutic targets for functional recovery post-SCI. Methods: Ischemia-induced pathological alterations in spinal cord microvascular endothelial cells were modeled in vitro using oxygen–glucose deprivation/reperfusion (OGD/R)-exposed bEnd.3 cells to assess whether QCT protects endothelial cells and enhances their angiogenic capacity. Subsequently, motor function, histopathological morphology, vascular density, and BSCB integrity were evaluated in rats with SCI to examine the therapeutic efficacy of QCT. A network pharmacology approach was employed to predict the potential pharmacological mechanisms of QCT in the treatment of SCI, followed by experimental validation. Results: QCT enhanced survival, tube formation, and migration of bEnd.3 cells following OGD/R exposure in vitro. In the rat SCI model, QCT demonstrated beneficial effects on vascular regeneration and BSCB integrity, contributing to improved functional recovery. The PI3K/Akt signaling pathway was investigated to elucidate the underlying molecular mechanisms. Conclusions: These findings suggest that QCT can promote the regeneration of blood vessels in the injured spinal cord and protect the structure of the BSCB by activating the PI3K/Akt signaling pathway, thereby enhancing the neurological function of rats following SCI. © 2025 Elsevier B.V., All rights reserved.",Article,Final,,Scopus,2-s2.0-105014601935
